slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_second,end_second,duration_second,vowel_type
1837,192,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FDAC1/SX124.WAV,FDAC1,F,21806,23400,1.362875,1.4625,0.099625,uw
1838,53320,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SX376.WAV,FCDR1,F,39979,40647,2.4986875,2.5404375,0.04175,uw
1839,68310,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FVKB0/SX349.WAV,FVKB0,F,18966,20720,1.185375,1.295,0.109625,uw
1840,54370,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLJA0/SI1078.WAV,FLJA0,F,19750,21221,1.234375,1.3263125,0.0919375,uw
1841,22122,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FSMA0/SA1.WAV,FSMA0,F,21848,24440,1.3655,1.5275,0.162,uw
1842,8545,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FGJD0/SX279.WAV,FGJD0,F,34920,35800,2.1825,2.2375,0.055,uw
1843,53119,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FBMH0/SI970.WAV,FBMH0,F,7143,8605,0.4464375,0.5378125,0.091375,uw
1844,53889,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FGDP0/SI988.WAV,FGDP0,F,17950,19676,1.121875,1.22975,0.107875,uw
1845,21808,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SI747.WAV,FMEM0,F,37302,38012,2.331375,2.37575,0.044375,uw
1846,1601,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FDRD1/SX284.WAV,FDRD1,F,11000,12198,0.6875,0.762375,0.074875,uw
1847,25971,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FCMM0/SI453.WAV,FCMM0,F,18172,22140,1.13575,1.38375,0.248,uw
1848,27431,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FMKF0/SI1018.WAV,FMKF0,F,52350,53430,3.271875,3.339375,0.0675,uw
1849,62940,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FSBK0/SX349.WAV,FSBK0,F,11430,13493,0.714375,0.8433125,0.1289375,uw
1850,25656,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FAEM0/SX402.WAV,FAEM0,F,18673,19834,1.1670625,1.239625,0.0725625,uw
1851,76329,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FMBG0/SX260.WAV,FMBG0,F,9524,10819,0.59525,0.6761875,0.0809375,uw
1852,26604,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FEAC0/SX165.WAV,FEAC0,F,13640,15206,0.8525,0.950375,0.097875,uw
1853,27312,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FMJB0/SI1177.WAV,FMJB0,F,55133,55527,3.4458125,3.4704375,0.024625,uw
1854,53958,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FGDP0/SX88.WAV,FGDP0,F,49922,50841,3.120125,3.1775625,0.0574375,uw
1855,8377,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FEDW0/SI1653.WAV,FEDW0,F,15960,18548,0.9975,1.15925,0.16175,uw
1856,12695,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJSA0/SI2009.WAV,FJSA0,F,42710,43549,2.669375,2.7218125,0.0524375,uw
1857,36642,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FMJF0/SI1254.WAV,FMJF0,F,4288,5305,0.268,0.3315625,0.0635625,uw
1858,16827,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FDHC0/SI929.WAV,FDHC0,F,40271,42072,2.5169375,2.6295,0.1125625,uw
1859,21566,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SX174.WAV,FJSP0,F,27446,28741,1.715375,1.7963125,0.0809375,uw
1860,53039,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FBJL0/SX292.WAV,FBJL0,F,11116,12390,0.69475,0.774375,0.079625,uw
1861,67376,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLET0/SI1137.WAV,FLET0,F,41274,42493,2.579625,2.6558125,0.0761875,uw
1862,67212,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FKSR0/SX397.WAV,FKSR0,F,23728,24840,1.483,1.5525,0.0695,uw
1863,7912,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FADG0/SX19.WAV,FADG0,F,16360,17336,1.0225,1.0835,0.061,uw
1864,54150,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FJXM0/SX131.WAV,FJXM0,F,20440,23000,1.2775,1.4375,0.16,uw
1865,53288,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SX196.WAV,FCDR1,F,7000,8146,0.4375,0.509125,0.071625,uw
1866,21554,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SI804.WAV,FJSP0,F,20845,22224,1.3028125,1.389,0.0861875,uw
1867,62567,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FMJU0/SX309.WAV,FMJU0,F,12950,14663,0.809375,0.9164375,0.1070625,uw
1868,21462,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FETB0/SX248.WAV,FETB0,F,27311,28574,1.7069375,1.785875,0.0789375,uw
1869,36564,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FLTM0/SX260.WAV,FLTM0,F,9769,11231,0.6105625,0.7019375,0.091375,uw
1870,53513,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FDTD0/SI931.WAV,FDTD0,F,26200,27613,1.6375,1.7258125,0.0883125,uw
1871,26752,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FHLM0/SX349.WAV,FHLM0,F,10660,11738,0.66625,0.733625,0.067375,uw
1872,26871,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FJKL0/SX302.WAV,FJKL0,F,7600,9900,0.475,0.61875,0.14375,uw
1873,44730,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FBMJ0/SX426.WAV,FBMJ0,F,36929,38165,2.3080625,2.3853125,0.07725,uw
1874,53797,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FEXM0/SX201.WAV,FEXM0,F,41320,42080,2.5825,2.63,0.0475,uw
1875,67309,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLEH0/SX331.WAV,FLEH0,F,21580,23603,1.34875,1.4751875,0.1264375,uw
1876,35796,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FGCS0/SI2116.WAV,FGCS0,F,14615,15415,0.9134375,0.9634375,0.05,uw
1877,4904,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/FPKT0/SI1538.WAV,FPKT0,F,43160,45207,2.6975,2.8254375,0.1279375,uw
1878,9001,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FLKD0/SI894.WAV,FLKD0,F,3040,5138,0.19,0.321125,0.131125,uw
1879,27984,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FSCN0/SX176.WAV,FSCN0,F,51128,52606,3.1955,3.287875,0.092375,uw
1880,37398,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSLS0/SI1056.WAV,FSLS0,F,11462,12992,0.716375,0.812,0.095625,uw
1881,21241,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FDML0/SX339.WAV,FDML0,F,23320,25800,1.4575,1.6125,0.155,uw
1882,76201,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FKLH0/SI627.WAV,FKLH0,F,15990,16501,0.999375,1.0313125,0.0319375,uw
1883,35735,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FEME0/SX425.WAV,FEME0,F,10720,12662,0.67,0.791375,0.121375,uw
1884,21788,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SI2007.WAV,FMEM0,F,4770,5932,0.298125,0.37075,0.072625,uw
1885,51,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FAKS0/SI2203.WAV,FAKS0,F,42830,44902,2.676875,2.806375,0.1295,uw
1886,21594,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SX354.WAV,FJSP0,F,22230,23519,1.389375,1.4699375,0.0805625,uw
1887,66657,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJHK0/SX302.WAV,FJHK0,F,6600,7603,0.4125,0.4751875,0.0626875,uw
1888,45685,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FLHD0/SI1974.WAV,FLHD0,F,31915,33879,1.9946875,2.1174375,0.12275,uw
1889,19855,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/FMLD0/SX205.WAV,FMLD0,F,27960,28741,1.7475,1.7963125,0.0488125,uw
1890,2185,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FRAM1/SI522.WAV,FRAM1,F,39227,40420,2.4516875,2.52625,0.0745625,uw
1891,67423,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLET0/SX147.WAV,FLET0,F,35785,36840,2.2365625,2.3025,0.0659375,uw
1892,25893,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FCAJ0/SX39.WAV,FCAJ0,F,27099,28039,1.6936875,1.7524375,0.05875,uw
1893,68284,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FVKB0/SX169.WAV,FVKB0,F,8360,9859,0.5225,0.6161875,0.0936875,uw
1894,67063,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FKDE0/SX331.WAV,FKDE0,F,23101,24898,1.4438125,1.556125,0.1123125,uw
1895,63106,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FSDJ0/SX395.WAV,FSDJ0,F,37026,39185,2.314125,2.4490625,0.1349375,uw
1896,45435,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FKDW0/SI1891.WAV,FKDW0,F,21958,24355,1.372375,1.5221875,0.1498125,uw
1897,27052,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FLMA0/SI1243.WAV,FLMA0,F,15498,16459,0.968625,1.0286875,0.0600625,uw
1898,36559,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FLTM0/SX170.WAV,FLTM0,F,60733,63333,3.7958125,3.9583125,0.1625,uw
1899,55669,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSMM0/SX234.WAV,FSMM0,F,20040,21681,1.2525,1.3550625,0.1025625,uw
1900,68144,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FSPM0/SI1871.WAV,FSPM0,F,14830,15582,0.926875,0.973875,0.047,uw
1901,21445,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FETB0/SI518.WAV,FETB0,F,47842,50680,2.990125,3.1675,0.177375,uw
1902,4,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FAKS0/SA1.WAV,FAKS0,F,26280,28591,1.6425,1.7869375,0.1444375,uw
1903,27063,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FLMA0/SI1873.WAV,FLMA0,F,13658,15320,0.853625,0.9575,0.103875,uw
1904,36027,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FJLG0/SI1506.WAV,FJLG0,F,13640,15834,0.8525,0.989625,0.137125,uw
1905,27227,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FLMC0/SX292.WAV,FLMC0,F,10253,11362,0.6408125,0.710125,0.0693125,uw
1906,21846,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SX333.WAV,FMEM0,F,26100,28532,1.63125,1.78325,0.152,uw
1907,53754,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FEXM0/SI1731.WAV,FEXM0,F,29800,30360,1.8625,1.8975,0.035,uw
1908,17599,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FTLH0/SX19.WAV,FTLH0,F,4678,6139,0.292375,0.3836875,0.0913125,uw
1909,25587,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FAEM0/SI1392.WAV,FAEM0,F,27040,28616,1.69,1.7885,0.0985,uw
1910,21442,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FETB0/SI518.WAV,FETB0,F,37890,40200,2.368125,2.5125,0.144375,uw
1911,21390,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FETB0/SA1.WAV,FETB0,F,19400,21973,1.2125,1.3733125,0.1608125,uw
1912,26583,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FEAC0/SI615.WAV,FEAC0,F,10026,11780,0.626625,0.73625,0.109625,uw
1913,4701,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/FCMH0/SX14.WAV,FCMH0,F,31122,32835,1.945125,2.0521875,0.1070625,uw
1914,54010,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FGMB0/SI1775.WAV,FGMB0,F,5430,7686,0.339375,0.480375,0.141,uw
1915,8335,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FEDW0/SA1.WAV,FEDW0,F,24280,27400,1.5175,1.7125,0.195,uw
1916,67397,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLET0/SI507.WAV,FLET0,F,14287,18130,0.8929375,1.133125,0.2401875,uw
1917,53219,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SI1186.WAV,FCDR1,F,19718,20553,1.232375,1.2845625,0.0521875,uw
1918,8022,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FCFT0/SX188.WAV,FCFT0,F,2920,4052,0.1825,0.25325,0.07075,uw
1919,4921,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/FPKT0/SI908.WAV,FPKT0,F,24981,26569,1.5613125,1.6605625,0.09925,uw
1920,26154,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FCYL0/SX397.WAV,FCYL0,F,24200,25763,1.5125,1.6101875,0.0976875,uw
1921,35301,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FCMG0/SI1142.WAV,FCMG0,F,42333,42920,2.6458125,2.6825,0.0366875,uw
1922,21470,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FETB0/SX338.WAV,FETB0,F,18440,22391,1.1525,1.3994375,0.2469375,uw
1923,27493,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FMKF0/SX366.WAV,FMKF0,F,48335,50360,3.0209375,3.1475,0.1265625,uw
1924,26073,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FCYL0/SI1927.WAV,FCYL0,F,20887,21973,1.3054375,1.3733125,0.067875,uw
1925,182,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FDAC1/SI844.WAV,FDAC1,F,92330,94388,5.770625,5.89925,0.128625,uw
1926,36984,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FPAZ0/SX423.WAV,FPAZ0,F,34005,34715,2.1253125,2.1696875,0.044375,uw
1927,62584,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FMJU0/SX39.WAV,FMJU0,F,29970,31248,1.873125,1.953,0.079875,uw
1928,76336,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FMBG0/SX260.WAV,FMBG0,F,32501,33462,2.0313125,2.091375,0.0600625,uw
1929,201,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FDAC1/SX214.WAV,FDAC1,F,13180,18214,0.82375,1.138375,0.314625,uw
1930,22339,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FTBR0/SX201.WAV,FTBR0,F,17320,19240,1.0825,1.2025,0.12,uw
1931,26462,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FDXW0/SI881.WAV,FDXW0,F,25901,26569,1.6188125,1.6605625,0.04175,uw
1932,44642,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FBMJ0/SI1776.WAV,FBMJ0,F,22266,27613,1.391625,1.7258125,0.3341875,uw
1933,55019,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FPMY0/SI523.WAV,FPMY0,F,38304,39140,2.394,2.44625,0.05225,uw
1934,63269,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FTAJ0/SI474.WAV,FTAJ0,F,18464,20040,1.154,1.2525,0.0985,uw
1935,55030,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FPMY0/SI523.WAV,FPMY0,F,80696,82743,5.0435,5.1714375,0.1279375,uw
1936,26953,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FKAA0/SI578.WAV,FKAA0,F,13000,16960,0.8125,1.06,0.2475,uw
1937,66237,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FCJS0/SI977.WAV,FCJS0,F,29240,30559,1.8275,1.9099375,0.0824375,uw
1938,2329,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FSLB1/SI891.WAV,FSLB1,F,65476,67409,4.09225,4.2130625,0.1208125,uw
1939,37480,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSLS0/SX426.WAV,FSLS0,F,36929,37429,2.3080625,2.3393125,0.03125,uw
1940,28346,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FTMG0/SX182.WAV,FTMG0,F,10179,12825,0.6361875,0.8015625,0.165375,uw
1941,13143,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FUTB0/SX34.WAV,FUTB0,F,10109,13080,0.6318125,0.8175,0.1856875,uw
1942,21574,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SX174.WAV,FJSP0,F,47470,48560,2.966875,3.035,0.068125,uw
1943,21915,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FSAH0/SI1874.WAV,FSAH0,F,32040,33545,2.0025,2.0965625,0.0940625,uw
1944,38,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FAKS0/SI1573.WAV,FAKS0,F,52700,54440,3.29375,3.4025,0.10875,uw
1945,44476,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FALR0/SX425.WAV,FALR0,F,2400,4000,0.15,0.25,0.1,uw
1946,62377,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FLAG0/SI1464.WAV,FLAG0,F,6851,8021,0.4281875,0.5013125,0.073125,uw
1947,17629,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FTLH0/SX289.WAV,FTLH0,F,8396,9365,0.52475,0.5853125,0.0605625,uw
1948,35490,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FDFB0/SX418.WAV,FDFB0,F,16212,18631,1.01325,1.1644375,0.1511875,uw
1949,53193,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SA1.WAV,FCDR1,F,23880,26200,1.4925,1.6375,0.145,uw
1950,76472,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FNKL0/SX196.WAV,FNKL0,F,5389,6684,0.3368125,0.41775,0.0809375,uw
1951,7868,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FADG0/SI1909.WAV,FADG0,F,18966,21000,1.185375,1.3125,0.127125,uw
1952,15607,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/FMGD0/SX214.WAV,FMGD0,F,10240,12532,0.64,0.78325,0.14325,uw
1953,53206,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SA2.WAV,FCDR1,F,17160,17838,1.0725,1.114875,0.042375,uw
1954,21502,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SA1.WAV,FJSP0,F,18480,20685,1.155,1.2928125,0.1378125,uw
1955,55045,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FPMY0/SX196.WAV,FPMY0,F,7352,8772,0.4595,0.54825,0.08875,uw
